,Is_Male,ParentEduc,StandardLunch,TestPrep,PracticeSport,WklyStudyHours,MathScore,ReadingScore,WritingScore,EthnicGroup_group A,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E
21512,0,3,0,0.0,1,2,0.44,0.55,0.56,0,0,1,0,0
21513,1,2,1,1.0,2,1,0.67,0.72,0.66,0,0,1,0,0
21515,0,3,1,0.0,1,0,0.76,0.89,0.91,1,0,0,0,0
21516,1,4,1,1.0,1,1,0.73,0.75,0.8,0,1,0,0,0
21517,1,3,1,0.0,2,0,0.81,0.75,0.81,0,0,0,1,0
21518,1,4,0,1.0,2,0,0.69,0.81,0.78,0,1,0,0,0
21519,0,2,1,1.0,1,1,0.63,0.77,0.8,0,0,0,1,0
21520,0,0,1,1.0,0,1,0.72,0.76,0.84,0,0,0,0,1
21521,0,3,1,0.0,2,1,0.88,0.98,0.96,0,0,1,0,0
21522,0,3,1,0.0,2,0,0.55,0.69,0.59,0,0,1,0,0
21523,1,3,1,0.0,1,1,0.77,0.66,0.7,0,0,1,0,0
21524,1,4,0,0.0,1,1,0.58,0.63,0.65,0,1,0,0,0
21525,1,3,1,0.0,1,1,0.93,0.92,0.92,0,0,1,0,0
21528,0,4,1,1.0,1,0,0.75,0.94,0.91,0,0,0,1,0
21529,1,2,1,0.0,1,0,0.6,0.61,0.5,0,1,0,0,0
21531,1,2,1,0.0,1,0,0.55,0.52,0.48,1,0,0,0,0
21533,0,3,1,1.0,2,1,0.78,0.71,0.76,0,1,0,0,0
21534,0,3,1,1.0,2,1,0.9,1.0,1.0,0,0,1,0,0
21535,0,1,1,0.0,2,1,0.44,0.54,0.53,0,1,0,0,0
21536,0,0,0,0.0,2,1,0.35,0.35,0.35,0,0,0,1,0
21537,0,2,1,1.0,2,0,0.8,0.87,0.9,0,0,1,0,0
21538,1,2,1,0.5,1,2,0.52,0.5,0.41,0,0,1,0,0
21539,1,3,1,1.0,2,2,1.0,0.96,1.0,0,0,0,0,1
21540,0,4,1,1.0,1,1,0.8,0.86,0.93,0,0,0,1,0
21542,0,0,1,0.0,2,1,0.46,0.58,0.53,1,0,0,0,0
21543,1,0,0,0.0,1,1,0.5,0.6,0.51,0,0,1,0,0
21544,1,4,1,0.5,1,2,0.71,0.71,0.69,0,0,0,1,0
21545,1,3,1,1.0,1,2,0.61,0.63,0.62,0,0,1,0,0
21546,1,4,0,1.0,0,1,0.72,0.78,0.76,0,0,1,0,0
21547,1,2,1,0.0,1,2,0.79,0.61,0.6,0,0,1,0,0
21548,0,0,1,0.0,1,1,0.51,0.67,0.66,0,0,1,0,0
21549,0,1,0,0.0,2,0,0.64,0.7,0.68,0,0,1,0,0
21550,1,3,1,1.0,1,0,0.68,0.7,0.69,0,0,1,0,0
21552,0,1,1,1.0,2,0,0.56,0.68,0.7,0,0,1,0,0
21553,0,3,1,0.0,1,1,0.87,0.83,0.86,0,0,0,0,1
21554,1,0,1,0.5,1,0,0.46,0.49,0.41,0,1,0,0,0
21555,1,4,0,1.0,2,1,0.97,0.9,0.95,0,0,0,0,1
21556,0,0,1,0.0,2,2,0.21,0.35,0.31,0,0,1,0,0
21557,0,0,1,0.0,1,1,0.46,0.64,0.59,0,0,1,0,0
21558,1,2,1,1.0,2,1,1.0,0.88,0.89,0,1,0,0,0
21559,0,1,0,0.0,2,1,0.65,0.8,0.78,0,0,0,0,1
21560,0,2,1,0.5,1,0,0.42,0.55,0.47,0,1,0,0,0
21561,1,1,1,0.0,1,1,0.62,0.65,0.62,0,0,0,1,0
21562,0,1,1,1.0,1,1,0.59,0.69,0.7,0,0,0,1,0
21563,0,0,1,1.0,1,1,0.56,0.71,0.69,0,1,0,0,0
21565,0,3,1,1.0,1,1,0.65,0.67,0.69,0,0,1,0,0
21566,0,5,1,1.0,2,0,0.56,0.65,0.74,1,0,0,0,0
21567,0,1,1,0.0,1,2,0.7,0.77,0.76,0,0,0,1,0
21568,0,1,1,0.0,1,1,0.55,0.58,0.56,0,0,0,0,1
21569,0,2,1,1.0,1,2,0.88,0.89,0.94,0,0,0,0,1
21570,1,0,1,0.0,1,0,0.61,0.54,0.51,0,0,1,0,0
21571,0,5,1,1.0,1,0,0.64,0.82,0.82,0,0,0,0,1
21572,0,3,1,0.0,2,1,0.73,0.7,0.78,0,0,1,0,0
21573,0,2,1,1.0,2,1,0.74,0.8,0.8,0,1,0,0,0
21575,1,4,1,0.5,0,0,0.72,0.66,0.71,1,0,0,0,0
21576,0,3,1,1.0,1,1,0.79,0.87,0.91,0,1,0,0,0
21577,1,3,0,1.0,1,0,0.76,0.68,0.68,0,0,1,0,0
21579,0,1,0,0.5,0,1,0.24,0.26,0.22,0,1,0,0,0
21580,0,2,1,1.0,2,1,0.63,0.64,0.71,0,1,0,0,0
21581,1,3,1,0.0,1,0,0.79,0.78,0.74,0,0,0,1,0
21583,0,4,1,1.0,1,0,0.84,0.82,0.94,0,0,1,0,0
21584,0,2,1,0.0,1,2,0.75,0.85,0.83,1,0,0,0,0
21585,0,0,0,0.0,1,1,0.16,0.37,0.34,0,0,1,0,0
21586,0,0,1,0.0,1,0,0.69,0.82,0.78,0,0,1,0,0
21587,0,0,1,0.0,2,1,0.46,0.51,0.52,0,1,0,0,0
21588,1,2,1,0.0,1,1,0.79,0.75,0.7,0,0,0,1,0
21589,1,0,1,0.0,1,1,0.51,0.45,0.44,0,0,1,0,0
21590,0,4,1,0.5,1,2,0.74,0.77,0.84,0,0,1,0,0
21591,0,0,1,0.0,0,1,0.69,0.66,0.65,0,1,0,0,0
21592,1,4,1,0.0,2,1,0.73,0.71,0.7,0,1,0,0,0
21593,0,0,1,0.0,2,1,0.84,0.86,0.88,0,1,0,0,0
21597,1,5,0,0.5,1,2,0.49,0.51,0.49,1,0,0,0,0
21598,0,2,0,1.0,2,0,0.59,0.67,0.73,0,0,1,0,0
21599,1,0,1,0.0,1,2,0.56,0.5,0.54,0,0,1,0,0
21600,1,1,1,0.0,1,1,0.6,0.52,0.54,1,0,0,0,0
21601,0,2,1,0.0,1,0,0.73,0.87,0.89,0,0,1,0,0
21603,0,2,0,0.0,1,1,0.44,0.62,0.59,0,0,1,0,0
21604,1,1,1,0.5,2,1,0.89,0.79,0.86,0,1,0,0,0
21605,1,2,1,1.0,2,1,0.75,0.81,0.79,0,0,1,0,0
21606,1,1,0,0.0,1,1,0.56,0.45,0.49,0,0,0,1,0
21607,1,4,0,1.0,1,1,0.31,0.33,0.26,0,1,0,0,0
21608,0,3,1,1.0,1,1,0.73,0.83,0.89,0,0,0,1,0
21609,1,3,0,1.0,1,1,0.76,0.66,0.64,0,0,1,0,0
21610,0,2,1,0.0,1,1,0.75,0.86,0.84,0,1,0,0,0
21611,1,1,1,0.0,1,1,0.8,0.76,0.7,0,0,0,1,0
21612,1,3,1,0.0,1,1,0.8,0.67,0.66,0,0,0,1,0
21613,0,2,0,1.0,2,2,0.42,0.55,0.57,0,1,0,0,0
21614,1,5,0,0.0,1,2,0.58,0.52,0.53,0,1,0,0,0
21615,0,2,1,0.0,1,2,0.51,0.6,0.63,0,1,0,0,0
21616,0,4,1,0.0,2,0,0.59,0.64,0.62,0,1,0,0,0
21617,1,1,1,0.0,1,2,0.8,0.79,0.84,0,0,1,0,0
21618,1,3,1,1.0,1,0,0.67,0.73,0.7,0,0,0,1,0
21619,1,2,0,1.0,2,1,0.64,0.68,0.7,0,0,0,1,0
21620,1,2,1,1.0,1,1,0.9,0.9,0.82,0,1,0,0,0
21621,0,2,1,0.0,1,1,0.97,0.95,0.98,0,0,0,0,1
21622,1,0,0,0.5,0,2,0.52,0.38,0.34,0,0,0,1,0
21623,1,0,0,0.0,1,1,0.53,0.41,0.39,0,0,1,0,0
21624,1,2,0,0.0,0,1,0.71,0.72,0.74,0,0,0,1,0
21625,0,1,1,0.0,1,0,0.57,0.78,0.78,0,0,0,1,0
21627,1,3,1,1.0,2,0,0.85,0.82,0.84,0,0,1,0,0
21628,0,0,0,0.0,2,0,0.51,0.71,0.72,0,0,1,0,0
21629,0,0,1,0.5,1,1,0.49,0.52,0.57,0,0,0,1,0
21630,0,0,1,0.0,1,1,0.45,0.6,0.6,0,0,1,0,0
21631,1,3,1,0.0,2,0,0.75,0.66,0.6,0,0,0,0,1
21632,1,2,1,1.0,2,2,0.72,0.63,0.73,0,0,1,0,0
21633,1,0,1,0.0,2,1,0.81,0.77,0.77,0,0,0,1,0
21635,0,0,0,0.0,2,1,0.53,0.62,0.63,0,0,0,1,0
21637,0,5,1,0.0,1,0,0.74,0.82,0.87,0,0,1,0,0
21639,1,0,0,1.0,1,0,0.64,0.72,0.64,0,1,0,0,0
21640,1,1,0,0.0,2,2,0.81,0.7,0.61,0,0,1,0,0
21641,1,2,1,1.0,2,1,0.98,0.82,0.86,0,0,0,1,0
21642,1,2,1,0.0,1,1,0.94,0.86,0.78,0,0,0,0,1
21643,1,5,1,0.0,2,0,0.77,0.68,0.71,0,0,0,1,0
21644,1,0,1,0.0,1,1,0.78,0.71,0.68,0,0,0,1,0
21645,1,2,0,1.0,2,1,0.52,0.52,0.51,0,0,1,0,0
21646,0,2,1,0.5,1,0,0.46,0.65,0.57,0,0,1,0,0
21647,0,2,1,0.0,2,1,0.81,0.79,0.84,0,0,0,1,0
21648,1,3,0,1.0,2,0,0.59,0.62,0.64,0,0,1,0,0
21649,1,5,1,0.0,1,1,0.47,0.48,0.48,0,0,0,1,0
21650,0,4,1,0.0,0,0,0.72,0.81,0.78,0,0,1,0,0
21652,1,0,1,1.0,2,2,0.9,0.69,0.77,0,0,0,0,1
21654,0,2,1,0.0,0,0,0.6,0.69,0.63,0,0,1,0,0
21655,1,3,1,0.0,1,0,0.62,0.55,0.45,0,0,0,0,1
21656,1,3,1,0.0,2,2,0.68,0.58,0.54,0,0,0,1,0
21659,0,2,0,0.0,2,2,0.5,0.59,0.64,0,0,1,0,0
21660,1,5,1,1.0,2,1,0.84,0.76,0.77,0,1,0,0,0
21661,1,2,1,1.0,2,0,0.69,0.74,0.75,0,0,1,0,0
21663,0,2,1,1.0,2,1,0.71,0.89,0.92,0,0,1,0,0
21664,0,2,1,1.0,1,1,0.63,0.65,0.69,0,1,0,0,0
21666,0,2,0,1.0,2,1,0.39,0.62,0.57,0,0,1,0,0
21667,0,5,1,0.0,1,1,0.77,0.83,0.81,0,1,0,0,0
21668,0,4,0,0.0,1,1,0.54,0.59,0.54,0,0,0,1,0
21669,0,2,1,0.0,1,1,0.46,0.5,0.47,1,0,0,0,0
21670,0,3,0,1.0,1,2,0.69,0.8,0.79,0,0,1,0,0
21671,0,4,1,0.5,1,1,0.75,0.84,0.9,0,0,0,1,0
21675,1,1,1,1.0,1,1,0.73,0.7,0.65,1,0,0,0,0
21676,0,1,1,0.0,2,2,0.71,0.74,0.66,1,0,0,0,0
21678,0,0,1,0.0,1,0,0.56,0.6,0.54,0,0,1,0,0
21680,0,2,0,0.0,1,1,0.24,0.49,0.42,0,1,0,0,0
21681,0,0,1,0.0,2,1,0.32,0.52,0.45,0,0,0,1,0
21682,1,1,1,0.0,1,1,0.68,0.58,0.55,0,0,1,0,0
21684,1,0,1,1.0,0,0,0.84,0.88,0.85,0,1,0,0,0
21685,1,0,1,0.0,2,1,0.78,0.59,0.58,0,0,0,0,1
21686,0,3,1,0.0,1,0,0.63,0.69,0.75,0,1,0,0,0
21687,0,5,0,1.0,2,1,0.86,0.93,0.95,0,0,1,0,0
21688,0,4,0,1.0,1,1,0.77,1.0,1.0,0,0,0,1,0
21689,1,3,1,0.0,1,2,0.54,0.46,0.52,0,0,0,1,0
21690,1,4,1,1.0,2,1,0.93,0.82,0.87,0,0,1,0,0
21691,1,1,1,0.0,1,0,0.64,0.58,0.56,0,1,0,0,0
21692,1,2,1,1.0,1,1,0.77,0.77,0.72,0,0,0,1,0
21693,1,1,0,0.0,1,1,0.64,0.62,0.53,0,0,0,0,1
21694,0,3,0,0.0,2,1,0.65,0.65,0.67,0,0,1,0,0
21695,1,5,1,0.0,1,0,0.85,0.78,0.78,0,1,0,0,0
21697,1,3,1,0.0,1,1,0.76,0.78,0.71,0,0,0,1,0
21700,0,2,0,0.5,1,1,0.75,0.87,0.78,0,0,0,0,1
21701,0,3,1,0.5,1,0,0.69,0.81,0.83,0,0,1,0,0
21702,0,0,0,0.5,2,2,0.55,0.63,0.64,0,0,0,0,1
21703,0,3,1,1.0,2,1,0.86,0.81,0.89,0,0,0,1,0
21704,0,1,1,0.0,1,1,0.49,0.55,0.49,1,0,0,0,0
21705,0,0,1,0.0,1,1,0.63,0.6,0.61,0,0,1,0,0
21706,1,2,1,1.0,2,2,0.86,0.9,0.84,0,0,1,0,0
21707,1,3,0,1.0,2,1,0.6,0.71,0.66,0,0,1,0,0
21709,1,5,0,1.0,1,1,0.64,0.65,0.71,0,0,0,1,0
21710,0,2,0,0.0,1,1,0.43,0.49,0.56,0,0,1,0,0
21711,1,3,0,0.0,2,1,0.59,0.48,0.43,0,0,1,0,0
21712,1,2,1,0.0,2,2,0.74,0.73,0.7,0,0,0,1,0
21713,0,2,0,0.0,1,1,0.81,0.85,0.88,0,0,0,1,0
21714,1,0,1,1.0,2,1,0.71,0.62,0.65,0,0,1,0,0
21715,0,0,1,0.0,1,1,0.75,0.82,0.7,0,0,1,0,0
21716,0,0,0,0.0,1,1,0.71,0.74,0.7,0,0,0,1,0
21717,0,2,1,0.0,1,2,0.65,0.75,0.66,0,0,1,0,0
21720,0,2,1,0.0,1,1,0.57,0.66,0.66,0,0,1,0,0
21721,0,2,0,0.0,0,1,0.57,0.76,0.7,0,0,1,0,0
21722,0,3,1,0.0,0,1,0.72,0.8,0.78,0,0,1,0,0
21723,0,0,1,0.5,0,0,0.46,0.55,0.52,0,0,1,0,0
21725,1,2,1,0.0,2,0,0.5,0.46,0.45,1,0,0,0,0
21726,0,4,0,0.0,1,1,0.53,0.6,0.6,0,1,0,0,0
21727,1,3,0,0.0,2,1,0.5,0.56,0.51,0,0,1,0,0
21731,0,2,1,1.0,2,1,0.89,0.91,0.97,0,0,0,0,1
21732,0,2,0,0.0,2,2,0.32,0.57,0.59,0,0,1,0,0
21733,1,2,0,0.0,1,2,0.63,0.64,0.56,0,0,1,0,0
21734,0,2,1,0.0,2,0,0.73,0.7,0.69,0,0,0,0,1
21735,1,0,1,0.5,1,0,0.56,0.56,0.56,0,0,1,0,0
21737,1,2,0,0.0,1,1,0.52,0.64,0.46,0,0,1,0,0
21738,0,1,0,0.0,2,1,0.74,0.9,0.87,0,0,1,0,0
21740,0,0,1,0.0,1,2,0.7,0.78,0.76,0,0,0,1,0
21741,1,1,0,0.0,1,1,0.54,0.57,0.57,0,0,0,1,0
21743,0,3,1,0.0,1,1,0.94,0.93,0.87,0,0,1,0,0
21744,1,4,1,1.0,1,0,0.97,0.97,0.98,0,0,0,0,1
21745,0,4,1,1.0,1,1,0.77,0.9,0.94,0,1,0,0,0
21746,1,3,1,1.0,2,2,0.85,0.8,0.79,0,1,0,0,0
21747,1,2,1,0.0,2,1,0.86,0.8,0.89,0,0,1,0,0
21748,0,1,0,1.0,2,1,0.59,0.61,0.65,0,1,0,0,0
21749,0,2,0,0.0,1,2,0.42,0.54,0.49,0,0,1,0,0
21750,1,2,1,0.0,0,1,0.44,0.4,0.34,0,0,0,1,0
21751,0,2,1,0.0,2,1,0.57,0.64,0.68,0,0,1,0,0
21752,1,5,1,0.0,2,1,1.0,0.95,0.94,0,0,0,0,1
21753,0,1,0,0.0,1,1,0.4,0.52,0.56,0,0,0,1,0
21754,1,0,0,1.0,2,2,0.76,0.73,0.8,0,0,1,0,0
21755,0,0,0,1.0,2,1,0.53,0.71,0.7,0,1,0,0,0
21757,1,4,0,0.5,1,0,0.64,0.6,0.66,0,0,0,0,1
21758,1,4,1,0.0,1,1,0.89,0.94,0.82,0,1,0,0,0
21759,1,2,0,0.0,2,1,0.63,0.72,0.7,0,1,0,0,0
21760,0,0,1,0.0,2,1,0.61,0.75,0.71,0,0,1,0,0
21762,0,3,0,0.0,0,0,0.33,0.51,0.5,0,1,0,0,0
21763,0,1,1,0.0,1,1,0.76,0.86,0.9,0,0,0,1,0
21764,0,2,1,0.0,2,0,0.65,0.72,0.72,0,0,0,1,0
21765,0,0,1,0.0,2,1,0.63,0.73,0.69,0,1,0,0,0
21768,1,0,1,0.0,1,1,0.76,0.67,0.64,0,0,1,0,0
21769,1,1,1,0.0,2,1,0.61,0.58,0.51,0,0,1,0,0
21770,0,3,1,1.0,1,2,0.77,0.82,0.85,0,0,1,0,0
21771,0,1,0,0.0,0,0,0.25,0.42,0.42,0,1,0,0,0
21773,0,2,1,1.0,2,1,0.67,0.78,0.73,0,0,1,0,0
21774,1,3,0,0.0,1,1,0.47,0.58,0.46,0,0,1,0,0
21775,1,5,1,1.0,2,1,0.65,0.55,0.6,0,1,0,0,0
21776,0,1,0,1.0,1,1,0.45,0.57,0.62,0,1,0,0,0
21777,1,1,1,1.0,2,1,0.7,0.69,0.69,1,0,0,0,0
21778,1,3,0,1.0,2,2,0.59,0.67,0.7,0,0,0,1,0
21779,1,4,0,1.0,1,1,0.82,0.82,0.79,1,0,0,0,0
21781,0,2,0,1.0,1,0,0.67,0.85,0.85,0,0,1,0,0
21782,1,1,0,0.0,2,1,0.37,0.35,0.35,0,1,0,0,0
21785,0,1,1,1.0,2,1,0.76,0.79,0.82,0,0,1,0,0
21786,1,2,1,0.0,1,0,0.9,0.8,0.7,0,0,0,0,1
21787,0,4,1,0.0,1,0,0.89,0.88,0.97,0,0,1,0,0
21789,1,2,1,0.0,1,2,0.66,0.7,0.66,0,0,1,0,0
21790,1,2,0,0.0,1,1,0.64,0.68,0.66,0,0,0,1,0
21792,0,0,1,0.0,1,2,0.58,0.69,0.64,0,1,0,0,0
21793,0,2,1,0.0,1,1,0.59,0.64,0.71,0,0,0,1,0
21794,1,0,0,0.0,2,0,0.51,0.42,0.42,0,0,1,0,0
21795,1,3,1,0.0,2,2,0.92,0.83,0.87,0,0,1,0,0
21796,0,3,0,1.0,1,0,0.72,0.66,0.71,0,0,0,0,1
21797,0,1,1,1.0,0,0,0.79,0.94,0.95,0,0,0,1,0
21798,0,1,1,0.0,1,2,0.62,0.66,0.64,0,0,0,1,0
21799,1,1,1,0.0,1,0,0.84,0.74,0.67,0,0,0,1,0
21800,1,2,1,0.0,1,1,0.88,0.77,0.75,0,0,0,0,1
21801,1,1,1,0.0,1,0,0.82,0.76,0.72,0,0,1,0,0
21803,1,0,0,0.0,2,1,0.52,0.45,0.45,0,0,0,0,1
21804,0,1,0,1.0,1,1,0.81,0.88,0.9,0,0,0,0,1
21805,0,5,0,1.0,2,0,0.82,0.93,0.97,0,0,1,0,0
21806,1,2,1,1.0,2,0,0.48,0.33,0.45,0,1,0,0,0
21807,1,3,1,1.0,1,1,0.95,0.78,0.83,0,0,0,0,1
21809,1,1,1,1.0,1,0,0.85,0.81,0.87,0,0,1,0,0
21810,1,3,0,0.0,1,1,0.64,0.59,0.5,0,1,0,0,0
21811,0,1,1,1.0,2,1,0.67,0.84,0.8,1,0,0,0,0
21812,1,1,1,1.0,1,0,0.7,0.68,0.67,0,0,0,1,0
21813,0,2,1,0.0,2,1,0.55,0.73,0.71,0,1,0,0,0
21814,1,2,1,1.0,2,1,0.95,0.83,0.89,0,1,0,0,0
21815,1,2,0,0.5,2,1,0.75,0.75,0.7,0,0,1,0,0
21817,1,3,1,0.0,2,0,0.57,0.53,0.44,0,1,0,0,0
21818,0,0,0,1.0,2,1,0.75,0.84,0.86,0,0,1,0,0
21820,0,2,0,0.0,2,1,0.72,0.79,0.69,0,0,0,0,1
21821,1,1,1,1.0,1,1,0.66,0.64,0.56,0,0,0,0,1
21822,0,4,0,0.0,1,0,0.87,0.91,0.89,0,0,0,0,1
21824,1,1,0,1.0,2,1,0.5,0.53,0.54,0,0,0,1,0
21825,1,0,0,0.0,1,1,0.59,0.58,0.53,0,0,0,0,1
21826,0,3,1,1.0,1,1,0.79,0.87,0.87,0,1,0,0,0
21827,0,4,0,1.0,1,2,0.81,0.89,0.94,0,0,0,0,1
21828,0,0,1,1.0,1,1,0.77,0.74,0.74,0,0,0,1,0
21830,1,2,0,1.0,0,0,0.63,0.59,0.59,0,0,0,1,0
21831,1,3,1,0.0,2,2,0.39,0.36,0.36,1,0,0,0,0
21832,0,3,0,1.0,1,1,0.63,0.88,0.85,0,0,1,0,0
21833,1,0,1,1.0,2,2,0.63,0.56,0.59,0,0,1,0,0
21835,1,5,0,0.0,1,0,0.59,0.57,0.5,0,0,0,1,0
21836,0,5,1,0.0,1,0,0.63,0.66,0.64,0,0,1,0,0
21837,0,1,1,0.5,1,0,0.63,0.72,0.71,0,1,0,0,0
21838,0,4,1,0.0,1,0,0.67,0.72,0.64,0,0,0,1,0
21839,0,0,1,0.0,1,1,0.55,0.63,0.58,0,1,0,0,0
21841,1,2,1,0.0,0,2,0.74,0.58,0.6,0,0,0,0,1
21843,0,2,1,0.5,1,2,0.57,0.73,0.67,0,1,0,0,0
21844,1,2,1,0.0,0,1,0.97,0.98,0.87,0,0,0,0,1
21845,0,0,1,1.0,1,0,0.64,0.6,0.67,0,0,0,1,0
21846,1,3,1,1.0,1,1,0.74,0.68,0.69,0,0,1,0,0
21847,0,2,0,0.0,2,1,0.77,0.87,0.85,0,0,1,0,0
21848,1,2,1,0.0,1,1,0.9,0.85,0.81,0,0,0,1,0
21849,0,4,0,0.0,2,1,0.73,0.84,0.83,0,0,0,1,0
21850,0,2,0,1.0,0,1,0.39,0.41,0.51,0,0,0,1,0
21851,0,4,0,0.0,1,1,0.43,0.52,0.49,0,0,1,0,0
21852,0,2,1,1.0,2,2,0.54,0.71,0.74,0,0,0,1,0
21854,0,4,1,0.0,2,0,0.73,0.91,0.86,0,1,0,0,0
21855,0,2,0,0.0,1,0,0.54,0.6,0.6,0,0,1,0,0
21856,1,0,0,0.0,1,1,0.48,0.58,0.55,0,0,1,0,0
21857,1,0,0,0.0,0,0,0.5,0.53,0.47,0,0,0,1,0
21858,0,2,1,0.0,1,1,0.7,0.77,0.73,0,0,1,0,0
21859,0,4,1,0.0,2,1,0.91,0.94,0.97,0,0,1,0,0
21860,1,1,0,1.0,2,0,0.69,0.69,0.56,0,0,0,0,1
21861,0,0,1,1.0,2,0,0.7,0.87,0.87,0,1,0,0,0
21862,1,4,1,0.0,2,0,0.9,0.89,0.83,0,0,0,0,1
21864,0,5,1,1.0,0,1,0.71,0.78,0.85,0,1,0,0,0
21865,1,1,0,0.0,2,1,0.5,0.48,0.36,0,1,0,0,0
21866,1,4,0,0.0,2,0,0.85,0.83,0.75,1,0,0,0,0
21867,0,3,0,1.0,1,1,0.62,0.8,0.82,0,0,1,0,0
21869,1,5,0,0.0,0,1,0.66,0.69,0.7,0,0,0,1,0
21870,1,5,0,0.0,1,2,0.64,0.7,0.66,0,0,1,0,0
21871,0,3,1,0.0,2,1,0.56,0.71,0.67,0,0,1,0,0
21872,0,4,0,0.0,1,1,0.38,0.48,0.5,0,1,0,0,0
21873,0,1,1,0.0,1,0,0.72,0.8,0.79,0,0,0,1,0
21875,0,1,1,0.0,1,1,0.82,0.89,0.86,0,0,0,1,0
21876,1,2,0,1.0,1,0,0.42,0.44,0.42,0,1,0,0,0
21877,1,0,0,0.0,2,1,0.49,0.46,0.45,0,1,0,0,0
21879,1,1,0,0.5,0,1,0.48,0.52,0.46,0,0,0,1,0
21880,0,4,1,0.0,1,0,0.65,0.68,0.72,0,1,0,0,0
21881,0,3,1,1.0,2,1,0.8,0.87,0.89,0,0,1,0,0
21883,0,1,1,0.0,2,2,0.73,0.83,0.77,0,1,0,0,0
21884,1,0,0,1.0,2,2,0.64,0.52,0.5,0,0,1,0,0
21885,1,4,1,1.0,1,1,0.63,0.68,0.68,0,0,1,0,0
21886,0,1,1,0.0,0,1,0.65,0.65,0.64,1,0,0,0,0
21887,1,5,0,0.0,2,1,0.83,0.75,0.71,0,0,0,1,0
21888,0,5,1,0.5,0,1,0.89,0.97,1.0,0,0,0,1,0
21889,0,2,1,0.0,2,1,0.78,1.0,0.99,0,1,0,0,0
21890,0,0,0,0.0,1,0,0.48,0.65,0.59,0,0,1,0,0
21891,1,3,0,0.0,2,1,0.73,0.63,0.62,1,0,0,0,0
21893,0,2,1,0.0,1,0,0.54,0.69,0.63,0,0,1,0,0
21894,1,3,0,0.5,1,1,0.44,0.46,0.38,1,0,0,0,0
21895,1,1,1,0.0,1,2,0.8,0.79,0.73,0,0,1,0,0
21896,1,1,1,0.0,1,1,0.65,0.61,0.57,0,0,0,1,0
21897,1,0,1,0.0,2,1,0.6,0.64,0.64,0,0,0,1,0
21898,0,0,1,0.5,1,0,0.56,0.69,0.65,0,0,1,0,0
21899,0,4,1,1.0,2,1,0.85,0.82,0.86,0,0,0,0,1
21900,0,5,0,0.0,1,2,0.4,0.57,0.55,1,0,0,0,0
21902,1,1,1,0.0,1,2,0.82,0.73,0.71,0,1,0,0,0
21903,0,4,0,1.0,1,1,0.34,0.52,0.59,0,0,0,1,0
21905,1,5,1,1.0,2,1,0.97,0.87,0.89,0,0,1,0,0
21906,0,3,0,1.0,1,2,0.56,0.68,0.72,0,0,0,1,0
21907,0,2,1,0.0,2,1,0.65,0.8,0.74,0,0,1,0,0
21908,1,0,1,0.0,1,1,0.68,0.69,0.62,0,0,0,1,0
21909,1,3,0,0.0,1,1,0.69,0.71,0.65,0,0,1,0,0
21910,1,0,0,0.0,2,1,0.67,0.65,0.63,0,0,1,0,0
21911,1,3,1,0.5,1,1,0.97,0.94,0.87,0,1,0,0,0
21912,0,0,1,0.0,1,0,0.62,0.77,0.7,0,1,0,0,0
21913,1,2,0,0.0,1,0,0.42,0.44,0.4,0,0,1,0,0
21914,0,1,0,0.0,2,1,0.39,0.45,0.46,0,0,1,0,0
21915,1,2,1,0.0,1,1,0.66,0.61,0.5,0,1,0,0,0
21916,1,2,0,0.5,2,1,0.81,0.77,0.72,0,0,0,0,1
21917,1,0,0,0.5,0,1,0.39,0.43,0.42,0,0,1,0,0
21918,1,4,1,0.0,1,1,0.63,0.62,0.56,0,1,0,0,0
21919,0,5,1,1.0,1,0,0.93,0.98,0.98,0,0,0,0,1
21921,0,5,1,0.0,1,2,0.55,0.68,0.69,0,0,1,0,0
21922,0,5,1,1.0,2,1,0.59,0.63,0.67,0,0,1,0,0
21923,1,4,1,0.0,1,1,0.85,0.76,0.8,0,0,0,1,0
21924,0,2,1,1.0,2,0,0.65,0.71,0.81,0,1,0,0,0
21925,0,4,1,0.0,1,0,0.63,0.79,0.84,0,0,0,1,0
21926,1,1,1,0.5,1,1,0.73,0.58,0.52,0,0,0,0,1
21927,0,0,1,0.5,2,1,0.87,0.96,0.98,0,0,0,1,0
21928,0,3,0,0.0,1,2,0.83,0.89,0.87,0,0,0,0,1
21929,1,4,1,1.0,2,1,0.92,0.86,0.88,1,0,0,0,0
21930,0,1,1,1.0,1,1,0.74,0.77,0.77,0,0,1,0,0
21931,0,2,1,1.0,2,0,0.53,0.62,0.66,0,1,0,0,0
21932,0,0,1,0.0,2,1,0.61,0.7,0.65,1,0,0,0,0
21933,0,4,1,1.0,1,1,0.84,0.96,1.0,0,0,0,1,0
21934,0,3,0,1.0,1,1,0.67,0.87,0.85,0,0,0,1,0
21935,0,5,1,0.0,2,1,0.71,0.72,0.77,0,0,0,1,0
21936,1,1,1,1.0,1,1,0.95,0.84,0.88,0,0,1,0,0
21937,0,0,1,0.0,2,1,0.6,0.73,0.68,0,0,0,0,1
21938,1,4,1,0.0,2,2,0.75,0.69,0.64,0,0,0,1,0
21939,0,2,0,0.0,1,0,0.64,0.77,0.79,0,0,0,1,0
21940,1,0,1,0.0,2,0,0.59,0.55,0.54,0,0,1,0,0
